gene	module	kME	rank_in_module
SCGB2A2	brown	0.685049545651038	19
MALAT1	turquoise	0.634556329698613	139
MGP	grey	NA	NA
MUCL1	cyan	0.678289412309316	8
S100A6	grey	NA	NA
CD24	green	0.446300819014827	239
VIM	salmon	0.725365408400356	6
AGR2	turquoise	0.81438451817495	8
FOS	yellow	0.775547116357596	12
S100A9	greenyellow	0.43234923128882	135
SCGB1B2P	pink	0.309646802480532	212
KRT19	turquoise	0.427423735587592	469
S100A8	greenyellow	0.5494470521895	74
PIP	brown	0.487680099594899	209
AZGP1	brown	0.558041913351433	109
HSPB1	magenta	0.479881188789045	110
TMSB4X	grey	NA	NA
NEAT1	yellow	0.642424749831054	61
ZFP36	yellow	0.824672164524817	1
CALML5	cyan	0.460230348497463	40
IFI27	midnightblue	0.788068643468977	5
RPS20	pink	0.687874943391328	46
JUN	yellow	0.784311500826792	8
HSPA1A	yellow	0.559509258522905	125
XBP1	turquoise	0.679427581574139	72
RPL13A	purple	0.480460544899435	110
BTG2	turquoise	0.796724364602192	11
LDHB	salmon	0.662859540469055	17
S100A10	grey	NA	NA
CST3	turquoise	0.713774806988202	56
HLA-B	midnightblue	0.831834277724458	1
SCGB1D2	brown	0.671803396509587	28
LGALS1	grey	NA	NA
CLDN4	yellow	0.631773531976286	66
AGR3	turquoise	0.873428421597825	3
SAT1	brown	0.336366336256977	430
RPS17	purple	0.527711019996632	94
KRT7	green	0.438898881975646	248
ELF3	yellow	0.751647955095341	17
JUNB	yellow	0.700573324016679	33
S100A14	yellow	0.323665946955763	300
MT2A	tan	0.369820136792191	119
B2M	midnightblue	0.823805149248606	2
RPS2	purple	0.521350611529018	95
DUSP1	yellow	0.603086298744565	83
COX6C	magenta	0.724657000188009	13
GAPDH	purple	0.483980926930683	108
RPL27A	purple	0.659993664765129	64
GSTP1	green	0.673817542839342	33
YBX1	green	0.857941452362107	1
HLA-A	grey	NA	NA
IFITM3	turquoise	0.459452582733458	404
HSPA1B	yellow	0.546699962165722	135
SLC39A6	turquoise	0.824646995953119	7
RHOB	yellow	0.778607348556428	11
CD74	midnightblue	0.736626334477509	9
DNAJB1	yellow	0.677517280063179	45
RPL26	purple	0.597545714271008	78
MDK	blue	0.513197936830008	239
ATF3	yellow	0.703220095425952	31
TM4SF1	grey	NA	NA
IER2	yellow	0.72179308133692	28
MIF	tan	0.671230769069374	18
DBI	grey	NA	NA
ADIRF	turquoise	0.583634681685326	212
HLA-C	midnightblue	0.770321289866006	7
TACSTD2	grey	NA	NA
CLDN3	brown	0.420239203452755	329
KLF6	yellow	0.810373973159734	6
RPL7	pink	0.653588241615576	57
ANKRD30A	turquoise	0.710793589349922	57
IER3	turquoise	0.626129072184049	151
S100A11	grey	NA	NA
ZFP36L1	yellow	0.82259368150189	3
SLPI	pink	0.499613645444074	124
KRT18	turquoise	0.460068463973742	401
MGST1	grey	NA	NA
ANXA2	green	0.492983395585809	188
S100P	cyan	0.602521881715087	14
STMN1	green	0.743944395788571	10
FXYD3	pink	0.507014450474886	120
S100A16	grey	NA	NA
TUBB	green	0.808421043138335	3
GLUL	magenta	0.700996947314289	17
TUBA1B	green	0.688274835902621	29
TMSB10	green	0.490817895464788	190
H2AJ	turquoise	0.667338264662123	92
CRABP2	turquoise	0.396708842196229	540
HSP90AA1	yellow	0.457313744413984	222
BST2	yellow	0.374460582620692	288
CD9	salmon	-0.186810813752265	129
S100A7	lightcyan	0.220224989133612	30
LGALS3	grey	NA	NA
LMNA	yellow	0.756690125768573	14
RPS29	purple	0.538473131945564	91
PKM	greenyellow	0.534988229840588	77
SPINT2	black	0.597092559244553	47
RPL23	purple	0.544916420006564	88
FDCSP	salmon	0.578224388582859	46
ENO1	green	0.778845906099984	7
MARCKSL1	green	0.443550931844994	244
MIEN1	cyan	0.597204797308142	17
CCND1	turquoise	0.475730409701624	370
FOSB	yellow	0.823145918950337	2
FTL	grey	NA	NA
WFDC2	brown	0.461096256757392	250
TFF3	turquoise	0.656497242953873	107
TSPAN13	turquoise	0.723016808104405	51
ACTB	tan	0.742409984106804	9
RPL4	purple	0.744070809634352	46
CLU	magenta	0.582401445470532	57
CSTB	green	0.484126074218123	194
S100A4	cyan	0.130104510908057	55
FABP5	salmon	0.613149650081876	27
FTH1	grey	NA	NA
RPS10	pink	0.619616068989239	69
RPL38	purple	0.550669813854905	85
TIMP1	turquoise	0.472191876691951	381
KRT8	brown	0.324836317574833	437
NFKBIA	yellow	0.594466984223674	93
RPS11	purple	0.68002026826318	62
RPS16	purple	0.815084610513664	23
UBC	yellow	0.366744099027178	289
SH3BGRL	turquoise	0.670836240923696	84
HSPA8	tan	0.523103517965519	58
TPI1	green	0.779335147982219	6
RPL22L1	purple	0.328566072923559	157
RPL21	pink	0.530343722166099	106
RPL23A	purple	0.758935527099554	43
RPSA	purple	0.845115786862919	17
RPS12	purple	0.755103172851089	44
GADD45B	yellow	0.625570164328399	71
RPL37A	purple	0.796161014488266	31
RPL31	purple	0.65421848525053	67
PPDPF	tan	0.661241527893514	20
KRT17	lightcyan	0.376088787304643	25
EEF2	purple	0.780475070984833	37
HINT1	grey	NA	NA
NUPR1	grey	NA	NA
GPX1	grey	NA	NA
IFI6	midnightblue	0.572050014937864	25
PRSS23	turquoise	0.514669285149506	291
S100A13	yellow	0.478287146035575	204
MT1X	salmon	0.560285868773002	51
RPS6	purple	0.863681463680437	11
MAGED2	turquoise	0.762299299235972	25
TAGLN2	tan	0.408688955495167	99
GATA3	turquoise	0.8381491313542	6
IFITM1	turquoise	0.499764145790425	310
TSTD1	magenta	0.400106522561309	154
ZFP36L2	yellow	0.596899455260613	87
HMGA1	green	0.752754492272379	8
GABARAP	tan	0.818876905418903	3
CYB5A	magenta	0.663643105459897	28
DDIT4	blue	0.469907718482478	302
IGFBP5	yellow	0.381229831633852	284
LY6E	grey	NA	NA
SELENOP	cyan	0.676748171789036	9
H2AZ1	greenyellow	0.614839272478164	43
RPLP2	purple	0.877915089109885	7
PPP1R15A	yellow	0.815535168929105	4
RPL18A	purple	0.808508506581502	28
RARRES1	salmon	0.749499369449738	4
CRIP2	brown	0.446202342923404	282
PFDN2	salmon	0.576416997053858	47
TXN	red	0.728731569155807	23
CALR	grey	NA	NA
PERP	grey	NA	NA
UQCRQ	magenta	0.735640836882132	11
HSPA5	black	0.746827084698804	9
TPT1	purple	0.724598501108219	51
RPLP0	purple	0.739094572359368	48
ACTG1	grey	NA	NA
RPL27	purple	0.653255052494848	68
EGR1	yellow	0.57049653727643	114
IDH2	green	0.460643637721046	225
TFF1	turquoise	0.638144606861154	133
RPS4X	purple	0.716477313807658	52
SH3BGRL3	grey	NA	NA
SLC25A6	purple	0.697209754596501	55
APOD	turquoise	0.54114143018011	252
P4HB	greenyellow	0.516107724872526	86
SKP1	magenta	0.817188150460437	2
RPS26	tan	0.601686269418571	30
EEF1B2	purple	0.84965286456717	14
ENSG00000279483	tan	0.512701825122611	60
CD63	black	0.53759130983659	83
SELENOM	turquoise	0.460212026571411	400
UBA52	purple	0.845493659713711	16
LDHA	green	0.564879300309171	103
NR4A1	yellow	0.81196783937819	5
RPL13	purple	0.883126426357996	3
NME2	tan	0.814147807762605	4
RPS3	purple	0.848719519096617	15
ANXA1	salmon	0.690564739883945	10
PPIB	purple	0.321485311522448	161
ITM2B	black	0.474101444588736	134
UBB	magenta	0.560294092044469	70
EIF3E	purple	0.534610898484282	92
ZFAS1	purple	0.729916508369779	50
PFN1	green	0.472430172647697	212
MTDH	grey	NA	NA
PRDX1	purple	0.304573573065963	168
PTMS	grey	NA	NA
PHLDA2	yellow	0.351526632330322	295
UQCRH	green	0.667522267030235	38
RPS5	purple	0.768114432839412	41
HSP90B1	black	0.669888591372464	21
PABPC1	green	0.576936026395471	93
EIF3H	purple	0.699885517300598	54
NHERF1	turquoise	0.727383944166466	44
RPL36A	purple	0.489909699703936	105
ALDOA	tan	0.434278361147406	90
HLA-DRA	midnightblue	0.675689548677187	14
NPM1	purple	0.476280633188573	111
SUB1	red	0.526984740363156	109
TM4SF18-AS1	brown	0.341167830172187	427
TMBIM6	black	0.788918568111147	4
KDELR2	grey	NA	NA
HMGN2	greenyellow	0.417095314371966	139
HMGB1	greenyellow	0.714991113776787	22
H3-3B	magenta	0.592571053633614	55
RPS27	purple	0.594601754758527	80
MYC	grey	NA	NA
RPL10A	purple	0.873106337628706	8
RPL3	purple	0.809679862061361	26
RPS21	purple	0.609673303698764	76
TSC22D1	yellow	0.596721072125971	88
TPM1	grey	NA	NA
RPS27A	purple	0.88120920921239	5
DCXR	magenta	0.751067115113925	8
PGK1	green	0.54557416911702	118
SELENOW	tan	0.572650867625937	43
RHOA	tan	0.707193291828847	12
TPM4	grey	NA	NA
BTG1	yellow	0.419643516471047	260
BTF3	purple	0.460715526407034	116
SLC25A5	blue	0.666326290591838	60
RPL5	purple	0.849881383694141	13
ARPC1B	pink	0.582445351415104	85
EPCAM	blue	0.498102113117994	266
PCBP2	tan	0.552488456203512	48
GPRC5A	turquoise	0.748209067861466	30
CTSD	grey	NA	NA
PLAAT4	turquoise	0.512748014393827	294
RACK1	purple	0.740381464851561	47
NCL	green	0.669960369170982	35
SQSTM1	yellow	0.53543281148291	145
CALM1	greenyellow	0.516124943531559	85
HSP90AB1	grey	NA	NA
RPS9	purple	0.897980135600511	2
SOX4	black	0.444486318790624	158
ATP5F1C	green	0.694710944194538	26
SCGB2A1	brown	0.457279650017222	256
SEC61G	red	0.578533447646267	88
COX7A2	red	0.802749878665552	4
NDUFB9	grey	NA	NA
ATP6V0C	tan	0.902380778517369	1
HSPD1	tan	0.329006126656753	136
HNRNPA1	purple	0.79117703282073	33
CCNI	purple	0.500840070694639	102
TMEM59	black	0.6687034848043	24
GPX4	grey	NA	NA
EEF1D	purple	0.400617302383599	132
EFNA1	yellow	0.696276460883759	36
RPL7A	purple	0.814815331700264	24
TNFSF10	cyan	0.607369828448786	13
EEF1A1	purple	0.816723569379895	22
PSMA7	blue	0.710554340057786	33
CALM2	red	0.597550832072844	74
CD59	salmon	0.468051510553608	77
SMIM22	magenta	0.791792119066197	5
COX6A1	magenta	0.764534795575122	6
DHRS2	turquoise	0.507429687714436	299
PSAP	blue	0.633121378125503	87
RPS7	purple	0.808919871794542	27
NDUFC2	pink	0.883166840910906	8
ARPC2	green	0.65737828141033	42
MYL6	red	0.38992867426728	199
MYL12A	tan	-0.147511501772085	144
PDIA3	black	0.67135154080633	19
RAN	green	0.744654881223757	9
TMEM123	salmon	0.414824349409845	102
TMA7	magenta	0.598852591953841	52
DDX5	grey	NA	NA
VMP1	turquoise	0.688159298222847	65
IFITM2	turquoise	0.485156351253184	348
EIF3L	purple	0.602406167917826	77
LAPTM4A	black	0.767756052457145	7
ERBB2	cyan	0.777215128013545	2
ATP5MC2	greenyellow	-0.49328242003884	154
NBEAL1	turquoise	0.430511200685891	459
H4C3	greenyellow	0.797216383943694	8
PDIA6	blue	0.701752750195953	35
CYBA	salmon	0.707903403854347	8
JPT1	greenyellow	0.639423836576614	41
H1-0	brown	0.564016976322299	101
RPL9	purple	0.912281388848539	1
PYCARD	grey	NA	NA
STC2	turquoise	0.776385500956659	17
C12orf57	greenyellow	-0.353765424723904	152
PHB2	green	0.606666064271408	70
TNFRSF12A	grey	NA	NA
UQCRB	pink	0.603093663468717	75
PRDX2	black	0.375843833961925	207
TOB1	turquoise	0.661594693570313	97
ISG15	midnightblue	0.710518270097271	10
YWHAZ	grey	NA	NA
MYL12B	green	0.368320009009862	288
EIF5A	purple	0.540414068021493	90
RTN4	grey	NA	NA
ATP5F1B	green	0.716644967076486	15
BEX3	blue	0.390877175547007	476
ATP6V1G1	turquoise	0.530148065352956	271
YWHAQ	blue	0.76260223259759	15
NDUFAF8	red	0.582821749652679	83
BHLHE40	turquoise	0.715106779239424	54
CD99	grey	NA	NA
RPL35	purple	0.510613191930911	98
ARF5	tan	0.731514433755962	10
KRT81	grey	NA	NA
S100A1	brown	0.433002096391936	310
ANAPC11	red	0.648125935479585	56
NQO1	cyan	0.298342451235	54
SERP1	grey	NA	NA
RPS18	purple	0.881642391733479	4
GNG5	tan	0.505967531725103	63
NDUFS5	green	0.573467646534165	96
RPS19	purple	0.646181181346717	69
CLDN7	brown	0.470266531738542	233
SERBP1	green	0.845726923841342	2
GNAS	grey	NA	NA
PRDX6	purple	0.487095445159982	106
SSR4	grey	NA	NA
ZG16B	turquoise	0.669672773115119	87
IGKC	pink	0.67283434932428	51
RPL6	purple	0.868186919433378	9
ASPH	grey	NA	NA
MGST3	grey	NA	NA
STARD10	turquoise	0.752666788016787	27
RPL29	purple	0.691406617464267	58
LGALS3BP	black	0.571628520862409	59
TKT	purple	0.504245659993507	101
HSPH1	yellow	0.498707783213104	183
HSPE1	magenta	0.624613702020035	45
PEBP1	green	0.474698285516882	207
MPC2	pink	0.4358373585176	160
EIF1	grey	NA	NA
SYNGR2	black	0.50607368575408	111
PGAM1	green	0.589258906471202	80
CFL1	green	0.641443566945002	49
GDI2	green	0.64485824030293	48
SPTSSA	red	0.574373597611295	90
IGFBP4	turquoise	0.649758924719213	115
DUSP4	yellow	0.629279468091237	70
SLC25A3	purple	0.540439158857926	89
POMP	red	0.801383588546963	6
CLIC1	blue	0.59425727370408	125
SRP9	magenta	0.657275688819108	31
RPL14	purple	0.744975452166437	45
PPA1	green	0.67309618978156	34
COX4I1	green	0.589870691103769	78
SPCS1	magenta	0.639758752972502	37
CENPX	red	0.592268949666094	77
TOMM7	purple	0.627506661997303	73
CEBPD	turquoise	0.421116453677899	489
HMGN1	red	0.345634818872045	233
SOD1	grey	NA	NA
FUS	yellow	0.468354106675976	214
RABAC1	turquoise	0.535554994898261	262
PSME2	blue	0.598677999053223	120
CHCHD10	purple	0.545961769291838	87
TSPO	purple	0.404380254853061	131
NUCKS1	greenyellow	0.494079868043415	102
COPS9	magenta	0.630754606298067	41
POLR2L	grey	NA	NA
RPL36	purple	0.610273079732125	75
RPL22	purple	0.793080348603913	32
RPS14	purple	0.771261908635889	40
GUK1	greenyellow	0.37287447362476	149
COMMD6	grey	NA	NA
PRELID1	red	0.600449498743335	73
SNRPG	red	0.746543772027109	18
OAZ1	grey	NA	NA
CD151	tan	0.595050354118411	34
EFHD1	black	0.406571385816003	186
ATP5ME	magenta	0.630294885132322	42
RPL41	purple	0.505845821652397	100
C15orf48	turquoise	0.539748925607898	253
YWHAB	blue	0.599653921931383	117
RPL37	purple	0.856986014672542	12
ATP5MF	red	0.74643402601515	19
ARF4	grey	NA	NA
CKS2	red	0.444795076560607	170
NDUFA4	blue	0.586929819139376	132
CYCS	grey60	0.782557872645475	2
CIRBP	turquoise	0.530970892167742	269
KRTCAP2	tan	0.528235459891656	55
APOE	blue	0.485966612742417	283
ATP5MK	red	0.79731186447089	7
NOP53	purple	0.656038501143004	66
RPS25	purple	0.823636873874102	21
COX7C	turquoise	0.313058099788979	713
ATP6V0E1	magenta	0.613042199876795	48
CRABP1	green	0.551537262552344	113
PNRC1	grey	NA	NA
KDELR1	tan	0.635007462763289	24
UQCR11	magenta	0.745918983335037	9
NDUFB2	red	0.792176166626462	9
MLF2	green	0.45507167088006	229
HMGN3	grey	NA	NA
TUBA1A	grey	NA	NA
RPS28	purple	0.644580862908501	70
RPL12	purple	0.780436390777151	38
RPL30	purple	0.779593713522726	39
DNAJA1	magenta	0.424651368535499	141
RPS15	purple	0.549061812865379	86
POLR2K	red	0.765484976822316	11
TOMM20	purple	0.520938347808955	96
ATP1B1	grey	NA	NA
RPL18	purple	0.685403314384334	60
NDUFB4	red	0.659003852507183	46
COX5A	green	0.595197742716021	75
TMEM258	red	0.682272123765755	35
PPIA	purple	0.437474225995716	124
DYNLL1	red	0.604322121013669	72
UQCR10	red	0.802564157617316	5
RPL11	purple	0.802937576524405	30
RAC1	grey	NA	NA
SPCS2	black	0.683633041489416	16
MUC1	brown	0.725287947696157	11
RPS27L	red	0.397141806363098	195
MRPL51	blue	0.501355810629925	262
HNRNPA2B1	blue	0.369876925624474	519
RPS23	purple	0.810634585453716	25
BCAM	turquoise	0.787903957033041	13
HES1	pink	0.454528598772876	152
FKBP4	grey	NA	NA
PRDX5	green	0.484103289268577	195
REEP5	magenta	0.625702307209656	44
ATP5MC1	red	0.494084927542763	133
TUBB4B	tan	0.367602220741827	121
RBM3	grey	NA	NA
STRAP	blue	0.607401632810892	112
RPL39	purple	0.627339957838256	74
AP2S1	greenyellow	0.567359416409891	66
ATP5MC3	green	0.6034518228792	71
RPS15A	purple	0.833505858010617	19
ATP5IF1	red	0.473421269871652	150
BRK1	grey	NA	NA
PSME1	lightcyan	0.008276373460298	32
RPS8	purple	0.879995874060666	6
HSPA6	yellow	0.386426237383442	279
HSBP1	red	0.674097873613341	38
RPL19	purple	0.782743954256623	35
SEM1	red	0.763185150035887	12
COX6B1	red	0.33431128204793	238
VDAC2	blue	0.678721268988317	49
AP2M1	greenyellow	0.591328782974415	52
MDH2	green	0.708700242127525	18
ATP5MJ	pink	0.531180242341547	105
VAMP8	red	0.648321776514409	55
SNRPD2	blue	0.402744935014762	449
GGCT	greenyellow	0.474164170003803	111
AQP3	cyan	0.361758897306003	51
ATP5MG	red	0.556888463155435	96
DSTN	grey	NA	NA
PFN2	green	0.686718525736344	30
CTSB	grey	NA	NA
RANBP1	grey60	0.868395730190145	1
OST4	red	0.640799204418216	58
NAP1L1	purple	0.529716475242564	93
NME4	purple	0.319647239347541	163
CCT3	blue	0.605093930758513	113
HLA-E	midnightblue	0.741570941740338	8
RPL36AL	red	0.441103806267256	172
ATP6V0B	black	0.557934606330149	68
SSR2	grey	NA	NA
TMED2	red	0.660328155696573	44
RPL8	purple	0.639557808741425	71
GDF15	turquoise	0.595379768189724	191
TIMP3	grey	NA	NA
BLVRB	magenta	0.348872067856544	165
NICOL1	red	0.406901082612585	190
ARF1	tan	0.387677605391481	109
ARPC3	grey	NA	NA
COX7B	red	0.596546698120412	75
EIF4A2	turquoise	0.301874757760202	741
COX8A	red	0.548567341816272	101
PHPT1	magenta	0.626809522922813	43
SARAF	turquoise	0.716002848487063	53
CAV1	grey	NA	NA
SEC61B	red	0.655147468527459	50
ASAH1	magenta	0.842258143694246	1
FKBP1A	green	0.620031053931741	59
NUCB2	black	0.585967321336789	54
CALD1	salmon	0.828022771129789	1
SRSF2	grey	NA	NA
EIF3K	purple	0.34903305276008	145
TSC22D3	magenta	0.494134946874912	105
PARK7	blue	0.534601127080951	201
SNRPE	pink	0.372603307311809	196
FXYD5	grey	NA	NA
BAMBI	yellow	0.38540756014963	280
HNRNPA3	blue	0.711043400468285	32
TMED10	black	0.730738564953621	10
TXNDC17	grey	NA	NA
RPL34	purple	0.441859250317263	122
NHP2	red	0.512155971019211	122
ATP5PD	red	0.475404308721486	149
PTGES3	tan	0.43717583031744	89
NACA	purple	0.695351030105207	56
CNBP	salmon	0.53440149844643	64
PCBP1	grey	NA	NA
IRF1	yellow	0.594438892822736	94
GRB7	cyan	0.640527807452729	10
ATP5F1A	green	0.653098323750128	46
MZT2B	magenta	0.319979587465883	172
NDUFA3	magenta	0.661372101446275	29
EIF3F	purple	0.68512927534977	61
ATP5F1D	brown	0.357104559469207	414
GSTM3	turquoise	0.643563315151523	122
ELOC	red	0.759744525463152	13
RAB2A	red	0.437357509094012	175
HLA-DRB1	midnightblue	0.651699966386372	18
ILF2	blue	0.768682502934938	12
SMIM14	turquoise	0.730585121189789	41
TCIM	grey	NA	NA
H3-3A	tan	0.331402466056385	135
ZNF706	red	0.713268282323152	27
ABRACL	blue	0.329248216579628	570
SSR3	grey	NA	NA
ATP5PF	red	0.812372129361544	1
ELOB	magenta	0.671987781742615	26
UFC1	grey	NA	NA
RPS24	purple	0.805979541683996	29
TPM3	blue	0.411303450560705	429
RPL24	purple	0.841540855307991	18
DAD1	black	0.663713618169273	26
TBCA	turquoise	0.353879067032582	634
CACYBP	red	0.518753863112652	116
C1QBP	green	0.40419751827258	271
RPL35A	purple	0.832937812135057	20
GRINA	tan	0.745494695629047	8
RPS13	purple	0.689358850018785	59
CIB1	salmon	-0.434733268205945	133
UBL5	grey	NA	NA
EDF1	grey	NA	NA
SUMO2	blue	0.386183153912992	482
RPS3A	purple	0.866900877107657	10
SAA1	grey	NA	NA
RPLP1	purple	0.763954819444858	42
PSMB1	blue	0.752078493354194	16
JTB	grey	NA	NA
TRIR	green	0.577147479570607	92
CRISP3	grey	NA	NA
ERH	red	0.496021655253824	132
EIF4EBP1	blue	0.505721765902683	252
ROMO1	magenta	0.565106790842034	67
ARL6IP1	pink	0.688916362742372	44
PLP2	grey	NA	NA
CD44	grey	NA	NA
SPDEF	brown	0.737682261486839	8
EZR	yellow	0.558268812108392	127
CDKN1A	yellow	0.618445338624137	74
VDAC1	grey	NA	NA
RPL28	purple	0.736617001047083	49
HNRNPK	blue	0.6696390275457	58
HERPUD1	black	0.550931129000235	71
EMP2	brown	0.612662524992688	58
NOP10	red	0.748021265363301	17
ARPC1A	grey	NA	NA
CHCHD2	grey	NA	NA
BSG	grey	NA	NA
EIF5	grey	NA	NA
WDR83OS	turquoise	0.303443173251906	737
S100A2	lightcyan	0.457719088648456	15
MYDGF	grey	NA	NA
COTL1	salmon	0.611775972304259	28
CUTA	grey	NA	NA
GSTK1	grey	NA	NA
SNX3	tan	-0.126266330976847	142
KTN1	black	0.55725523156363	69
TPD52L1	blue	0.417922997779099	416
RBM8A	blue	0.471866726062386	299
KRT15	grey	NA	NA
TRMT112	red	0.684663291138575	33
CKS1B	greenyellow	0.717067436116629	21
GNB2	green	0.502263535631169	171
TALDO1	blue	0.523182257726009	220
SRP14	red	0.437010668393151	176
PFDN5	purple	0.424075387206203	127
FASN	brown	0.54756497385662	126
NDUFAB1	red	0.735513843171894	22
DYNLT1	red	0.59206388450127	79
NDUFB11	blue	0.325902497378023	574
CCT6A	green	0.783549944245429	5
MICOS10	pink	0.750615494539325	31
TUFM	grey	NA	NA
LSM5	greenyellow	0.428268086720812	136
LSM4	green	0.586035714537973	86
SRSF3	blue	0.36546930052685	527
MRPS21	grey	NA	NA
CD164	turquoise	0.4627343479858	396
COX17	red	0.76914110908191	10
TRPS1	turquoise	0.664644519299771	93
TXNIP	turquoise	0.545834984141747	242
H2AZ2	greenyellow	0.593401855126277	51
APLP2	black	0.678018304511422	18
APP	brown	0.601119941317007	67
RHEB	red	0.579642946222224	86
BCAP31	black	0.668838192238453	23
NDUFB10	turquoise	0.346287419326611	650
TPM2	salmon	0.487116338410846	72
ATOX1	grey	NA	NA
RPL17	purple	0.59713089419503	79
MLPH	turquoise	0.772829624040749	19
SELENOH	grey	NA	NA
KIF5B	green	0.627595707501302	56
ESR1	turquoise	0.84677083002507	4
BANF1	red	0.50191919865106	128
PRDX3	magenta	0.57184357660179	60
DEGS2	turquoise	0.772599307222123	20
APRT	red	0.552882904535035	97
ERGIC3	grey	NA	NA
SRI	blue	0.58181008548741	135
SSBP1	blue	0.635893942199986	86
SNU13	purple	0.342095093646188	148
NDUFS6	red	0.588532242291455	80
COX5B	red	0.54584399564674	102
HNRNPA0	turquoise	0.444538071510728	427
TMED3	salmon	-0.184072634895262	128
NME3	turquoise	0.766232309487616	23
SF3B6	red	0.533371675264682	107
SIVA1	grey	NA	NA
LITAF	yellow	0.464894213394287	219
NEDD8	pink	0.751193933944221	30
SNHG8	purple	0.50726272778843	99
PSMD8	blue	0.646281304890577	75
PSMB2	green	0.712330382066931	16
CCT5	blue	0.812484304993124	5
ANXA5	tan	0.213673712746987	141
ATP5F1E	grey	NA	NA
SAP18	black	0.444489016391619	157
NDUFA1	red	0.58174320208192	84
SNRPB	blue	0.460068182583685	321
FIS1	greenyellow	-0.357401754033922	153
AHNAK	turquoise	0.544670547652292	244
NDUFV2	red	0.500616270377524	130
KRT10	red	0.569548690555816	91
SERINC2	brown	0.538562534578867	142
HNRNPF	red	0.440414751968787	173
PHB1	red	0.596310351968468	76
IGFBP7	salmon	0.534955225645235	63
PLAAT3	brown	0.450993350829016	271
DUT	blue	0.332101066536436	566
ST13	purple	0.373226797584925	138
NDUFB7	grey	NA	NA
BBLN	purple	0.341045704264114	150
PDCD5	green	0.654440614333705	44
FAU	purple	0.781400954203476	36
HIGD2A	turquoise	0.335338447698343	673
CBX3	red	0.727004562596196	25
SNRPD1	blue	0.535941816750581	198
RPN2	black	0.788005231310156	5
CLTA	green	0.574729004369667	95
VPS28	turquoise	0.443993051415498	429
MRPL13	red	0.74131203515429	20
SDHC	blue	0.432932065661756	380
HNRNPU	grey	NA	NA
RBM39	turquoise	0.486571159647883	345
RSL1D1	grey	NA	NA
C19orf53	grey	NA	NA
HNRNPDL	tan	0.590936135008489	36
RBX1	red	0.678806112302124	37
LTF	grey	NA	NA
HDLBP	green	0.549525477562802	116
C4orf3	grey	NA	NA
MRPL41	magenta	0.472052698362805	119
TUBA1C	green	0.551424565322981	114
LAMTOR5	blue	0.691679729276446	43
XIST	turquoise	0.736188702682909	38
DDT	purple	0.358764446332659	143
RAD21	greenyellow	0.397891481673265	145
CYC1	blue	0.630103256296503	93
VAPA	red	0.46127187128502	159
PSMB3	blue	0.681670682700426	46
FDPS	blue	0.568354850324377	156
LSM3	red	0.811072190414849	2
NPC2	grey	NA	NA
COX7A2L	blue	0.496186063653549	268
NDUFC1	magenta	0.679831844438713	22
SNRPD3	blue	0.509789952536453	244
HNRNPC	grey	NA	NA
NAXE	magenta	0.46799181728315	120
AURKAIP1	blue	0.698785432050774	38
CKB	green	0.405816777891262	266
PPP4C	red	0.71034888626391	28
CANX	turquoise	0.361500005093556	616
ARPC5	blue	0.668403455774791	59
SDC4	turquoise	0.575079135135131	218
CRYAB	lightcyan	0.570961790150122	6
DYNLRB1	grey	NA	NA
ITGB1	salmon	0.586475810527048	42
TECR	grey	NA	NA
RAB13	grey	NA	NA
MTCH1	green	0.742710021619522	11
TMEM219	turquoise	0.518891970533263	287
TMED9	black	0.753521059060441	8
LAMTOR2	magenta	0.70374473902473	16
ENY2	red	0.701009557558841	30
RPL15	purple	0.672445375397249	63
SOD2	salmon	0.67528439597681	12
BUB3	red	0.334649114627351	237
PDCD6	red	0.575122727424242	89
RPL10	purple	0.711600804521729	53
CD46	turquoise	0.676701108928446	77
SRSF7	greenyellow	0.440443813365876	131
SET	greenyellow	0.498559907822532	98
EIF3I	green	0.702840497495936	23
KLF4	yellow	0.688774833743117	40
ENSA	magenta	0.571557250449335	61
BNIP3	grey	NA	NA
PSMB6	blue	0.791035752109645	7
RPL32	purple	0.692631456340054	57
SERF2	red	0.522097096950283	111
YWHAE	grey	NA	NA
NDUFS8	grey	NA	NA
PSMB5	blue	0.724234269408177	25
LAMTOR4	turquoise	0.3586891146905	620
CALU	grey	NA	NA
ATP6V1F	pink	0.464414657394732	143
CHMP2A	pink	0.498479409818273	125
MCL1	yellow	0.748520498843008	19
PTMA	greenyellow	0.502211287671047	96
PSMA4	blue	0.677712645549272	51
HDAC2	blue	0.763664723237337	14
BZW1	magenta	0.570092977676584	64
C1orf43	tan	0.34390826150117	129
GADD45GIP1	grey	NA	NA
PAFAH1B3	brown	0.420288618280084	328
NAMPT	yellow	0.407597279929691	267
NDUFA2	magenta	0.757897253052582	7
RNF7	grey	NA	NA
RBIS	red	0.399462681739026	193
CXCL14	turquoise	0.329734275746837	681
MAL2	salmon	-0.19508531080817	130
DSP	brown	0.545509110739659	129
NPDC1	brown	0.701238913397721	15
MORF4L1	blue	0.629175961613959	94
EIF4B	purple	0.787703805076287	34
PGRMC1	grey	NA	NA
ANP32B	green	0.629453395063154	55
MDH1	blue	0.845320975210264	1
PSMD3	blue	0.350645730773554	544
PRDX4	blue	0.319640913607261	580
ARMT1	turquoise	0.732382375388035	39
MRPL57	magenta	0.517264089801553	91
