gene	source	article_id	pmid	pmcid	doi	title	year	url	text_mentions_perturbation	text_mentions_metabolism	text_mentions_PDCA_model	evidence_status	intervention_direction	metabolite_or_flux_measured	rescue	opposing_result	reading_depth
AKR1B1	MED	37940790	37940790		10.1007/s10930-023-10163-z	Repurposing of Strychnine as the Potential Inhibitors of Aldo-keto Reductase Family 1 Members B1 and B10: Computational Modeling and Pharmacokinetic Analysis.	2024	https://europepmc.org/article/MED/37940790	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1B1	MED	39406919	39406919	PMC11618635	10.1038/s41418-024-01394-3	Exploring fructose metabolism as a potential therapeutic approach for pancreatic cancer.	2024	https://europepmc.org/article/MED/39406919	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1B1	MED	40361399	40361399	PMC12070999	10.3390/cancers17091469	The Role of Claudin-1 in Enhancing Pancreatic Cancer Aggressiveness and Drug Resistance via Metabolic Pathway Modulation.	2025	https://europepmc.org/article/MED/40361399	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1B1	MED	40747300	40747300	PMC12310459	10.3389/fendo.2025.1542327	Gene signatures associated with exosomes as diagnostic markers of postpartum depression and their role in immune infiltration.	2025	https://europepmc.org/article/MED/40747300	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1B1	MED	42170986	42170986		10.36721/pjps.2026.39.7.209.1	L-citrulline modulates pancreatic enzyme activity and biochemical markers in adult female Wistar rats with metabolic syndrome.	2026	https://europepmc.org/article/MED/42170986	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C1	MED	41015479	41015479		10.3760/cma.j.cn112139-20250221-00088	[Preliminary application of patient-derived tumor organoids in biliary tract cancers: analysis of 38 cases].	2025	https://europepmc.org/article/MED/41015479	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C1	MED	41206944	41206944		10.1093/qjmed/hcaf272	MAFF drives pancreatic cancer progression through AKR1C1-mediated inhibition of ferroptosis.	2026	https://europepmc.org/article/MED/41206944	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C1	MED	41452572	41452572		10.1007/s12032-025-03234-x	Role of Aldo-Keto reductase family 1 member C in cancer progression: a special focus on the role of AKR1C1 in pancreatic cancer.	2025	https://europepmc.org/article/MED/41452572	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C1	ETH	733883			10.17638/03010043	Evaluation of UHRF1 and the antioxidant response pathway in pancreatic cancer and the prediction of response to treatment	2017	https://europepmc.org/article/ETH/733883	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C1	ETH	822396			10.17638/03096696	The role of Nrf2 in pancreatic cancer and the evaluation of brusatol as a chemotherapeutic agent	2020	https://europepmc.org/article/ETH/822396	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C2	MED	40361399	40361399	PMC12070999	10.3390/cancers17091469	The Role of Claudin-1 in Enhancing Pancreatic Cancer Aggressiveness and Drug Resistance via Metabolic Pathway Modulation.	2025	https://europepmc.org/article/MED/40361399	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C3	MED	40361399	40361399	PMC12070999	10.3390/cancers17091469	The Role of Claudin-1 in Enhancing Pancreatic Cancer Aggressiveness and Drug Resistance via Metabolic Pathway Modulation.	2025	https://europepmc.org/article/MED/40361399	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C3	MED	41234348	41234348	PMC12610284	10.4103/japtr.japtr_116_25	Antidiabetic potential of &lt;i&gt;Sapindus trifoliatus&lt;/i&gt; fruit ethanolic extract: Gas chromatography-mass spectrometry profiling, molecular docking, and &lt;i&gt;in vitro/in vivo&lt;/i&gt; evaluation.	2025	https://europepmc.org/article/MED/41234348	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C3	MED	41665831	41665831		10.1007/s12032-026-03251-4	Natural simple coumarins and their interaction with AKR1C3: implications for overcoming chemoradioresistance in gastrointestinal carcinomas.	2026	https://europepmc.org/article/MED/41665831	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
AKR1C3	MED	42390142	42390142	PMC13372677	10.1093/oncolo/oyag254	Phase 2 dose-expansion trial of OBI-3424, a DNA-alkylating prodrug, in patients with advanced solid tumors expressing AKR1C3.	2026	https://europepmc.org/article/MED/42390142	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A1	MED	39611960	39611960	PMC11607765	10.1177/10732748241305835	Aldehyde Dehydrogenase-1A1 (ALDH1A1): The Novel Regulator of Chemoresistance in Pancreatic Cancer Cells.	2024	https://europepmc.org/article/MED/39611960	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A1	MED	39888413	39888413	PMC12014774	10.1007/s00535-025-02213-3	Ferroptosis- and stemness inhibition-mediated therapeutic potency of ferrous oxide nanoparticles-diethyldithiocarbamate using a co-spheroid 3D model of pancreatic cancer.	2025	https://europepmc.org/article/MED/39888413	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A1	MED	40055736	40055736	PMC11887212	10.1186/s13045-025-01680-8	Disruption of the sorcin‒PAX5 protein‒protein interaction induces ferroptosis by promoting the FBXL12-mediated ubiquitination of ALDH1A1 in pancreatic cancer.	2025	https://europepmc.org/article/MED/40055736	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A1	MED	40881675	40881675	PMC12380912	10.3389/fimmu.2025.1614707	Deciphering the secrets of tumor-initiating cells in pancreatic ductal adenocarcinoma microenvironment: mechanisms and therapeutic opportunities.	2025	https://europepmc.org/article/MED/40881675	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A1	MED	41597204	41597204	PMC12839176	10.3390/cells15020129	Pancreatic Cancer Stem Cells Co-Expressing SOX2, OCT4, and TERT&lt;sup&gt;high&lt;/sup&gt; Represent an Aggressive Subpopulation.	2026	https://europepmc.org/article/MED/41597204	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A2	MED	25242334	25242334	PMC4230325	10.1016/j.celrep.2014.08.029	Single-cell RNA sequencing identifies extracellular matrix gene expression by pancreatic circulating tumor cells.	2014	https://europepmc.org/article/MED/25242334	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A2	MED	25427913	25427913	PMC4347404	10.1007/978-3-319-09614-8_16	Acetaldehyde and retinaldehyde-metabolizing enzymes in colon and pancreatic cancers.	2015	https://europepmc.org/article/MED/25427913	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A2	MED	29073082	29073082	PMC5664558	10.1073/pnas.1714963114	Transcription factor ISX mediates the cross talk between diet and immunity.	2017	https://europepmc.org/article/MED/29073082	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A2	MED	39949931	39949931	PMC11815370	10.62347/xfot8509	Retinoic acid receptor-β deletion in a model of early pancreatic ductal adenocarcinoma (PDAC) tumorigenesis.	2025	https://europepmc.org/article/MED/39949931	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A3	MED	40781158	40781158	PMC12477051	10.1038/s41388-025-03530-w	ALDH1A3 promotes aggressive basal-like pancreatic cancer through an AP-1/RUNX2 enhancer network.	2025	https://europepmc.org/article/MED/40781158	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A3	MED	41309519	41309519	PMC12884808	10.1002/advs.202510483	Positive Feedback Loop of Histone Lactylation-Driven HNRNPC Promotes Autophagy to Confer Pancreatic Ductal Adenocarcinoma Gemcitabine Resistance.	2026	https://europepmc.org/article/MED/41309519	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A3	MED	41370380	41370380	PMC12693981	10.1126/sciadv.aea9074	HERVH-derived eRNA activates a super-enhancer-driven ALDH1A3/SAT1 axis to promote ferroptosis escape and pancreatic cancer development.	2025	https://europepmc.org/article/MED/41370380	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A3	MED	42221815	42221815	PMC13217847	10.1016/j.isci.2026.115950	ALDH1A3 promotes the lung metastatic organotropism of pancreatic ductal adenocarcinoma through semaphorin signaling.	2026	https://europepmc.org/article/MED/42221815	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1A3	MED	42269181	42269181		10.1016/j.phymed.2026.158351	Paclitaxel and triptolide impair MYC-driven cell cycle via suppressing chromatin reprogramming in ALDH1A3&lt;sup&gt;High&lt;/sup&gt; pancreatic cancer.	2026	https://europepmc.org/article/MED/42269181	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1B1	MED	26566217	26566217	PMC5175203	10.1097/mpa.0000000000000542	Aldehyde Dehydrogenase 1B1 as a Modulator of Pancreatic Adenocarcinoma.	2016	https://europepmc.org/article/MED/26566217	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1B1	MED	30681750	30681750	PMC6850398	10.1002/stem.2979	Protein Methyltransferase Inhibition Decreases Endocrine Specification Through the Upregulation of Aldh1b1 Expression.	2019	https://europepmc.org/article/MED/30681750	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1B1	MED	31548432	31548432	PMC6789925	10.1073/pnas.1901075116	Aldh1b1 expression defines progenitor cells in the adult pancreas and is required for Kras-induced pancreatic cancer.	2019	https://europepmc.org/article/MED/31548432	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1B1	MED	35788181	35788181	PMC9529790	10.1038/s41589-022-01048-w	Targeting colorectal cancer with small-molecule inhibitors of ALDH1B1.	2022	https://europepmc.org/article/MED/35788181	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH1B1	MED	37847172	37847172	PMC10586001	10.1177/03946320231206966	Prognostic and immunological role of acetaldehyde dehydrogenase 1B1 in human tumors: A pan-cancer analysis.	2023	https://europepmc.org/article/MED/37847172	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH2	MED	37693153	37693153	PMC10492124		Pancreatic ductal adenocarcinoma with a high expression of alcohol dehydrogenase 1B is associated with less aggressive features and a favorable prognosis.	2023	https://europepmc.org/article/MED/37693153	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH2	MED	38713732	38713732	PMC11143424	10.1111/jdi.14230	Mitochondrial ALDH2 improves ß-cell survival and function against doxorubicin-induced apoptosis by targeting CK2 signaling.	2024	https://europepmc.org/article/MED/38713732	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH2	MED	39279557	39279557		10.1002/pmic.202400058	Matrix stiffness regulates the protein profile of extracellular vesicles of pancreatic cancer cell lines.	2024	https://europepmc.org/article/MED/39279557	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH2	MED	40318531	40318531		10.1016/j.phymed.2025.156767	Costunolide: Targeting endothelial cell PANoptosis to mitigate lung injury in acute pancreatitis mice.	2025	https://europepmc.org/article/MED/40318531	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH2	MED	40925375	40925375	PMC12490246	10.1016/j.xcrm.2025.102328	Targeting USP21 to inhibit abdominal aortic aneurysm progression by suppressing the phenotypic transition of vascular smooth muscle cells.	2025	https://europepmc.org/article/MED/40925375	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3A1	MED	37839227	37839227		10.1016/j.phymed.2023.155128	Transcriptomics and molecular docking reveal the potential mechanism of lycorine against pancreatic cancer.	2024	https://europepmc.org/article/MED/37839227	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3A1	MED	39526455	39526455	PMC11966386	10.1093/carcin/bgae072	Establishing a new-onset diabetes-related metabolism signature for predicting the prognosis and immune landscape in pancreatic cancer.	2025	https://europepmc.org/article/MED/39526455	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3A1	MED	39971175	39971175		10.1016/j.yexcr.2025.114455	Phthalocyanine and photodynamic therapy relieve albumin paclitaxel and gemcitabine chemoresistance in pancreatic cancer.	2025	https://europepmc.org/article/MED/39971175	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3A1	MED	40868269	40868269	PMC12384013	10.3390/biomedicines13082018	The Role of the ALDH Family in Predicting Prognosis and Therapy Response in Pancreatic Cancer.	2025	https://europepmc.org/article/MED/40868269	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3A1	PPR	PPR1060388			10.20944/preprints202507.1217.v1	The Role of the ALDH Family in Predicting Prognosis and Therapy Response in Pancreatic Cancer	2025	https://europepmc.org/article/PPR/PPR1060388	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3B1	MED	39971175	39971175		10.1016/j.yexcr.2025.114455	Phthalocyanine and photodynamic therapy relieve albumin paclitaxel and gemcitabine chemoresistance in pancreatic cancer.	2025	https://europepmc.org/article/MED/39971175	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3B1	MED	40318167	40318167	PMC12326931	10.1111/febs.70125	Zic family member 5 promotes RIO kinase 3 expression to enhance pancreatic cancer survival.	2025	https://europepmc.org/article/MED/40318167	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3B1	MED	40868269	40868269	PMC12384013	10.3390/biomedicines13082018	The Role of the ALDH Family in Predicting Prognosis and Therapy Response in Pancreatic Cancer.	2025	https://europepmc.org/article/MED/40868269	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3B1	PPR	PPR1060388			10.20944/preprints202507.1217.v1	The Role of the ALDH Family in Predicting Prognosis and Therapy Response in Pancreatic Cancer	2025	https://europepmc.org/article/PPR/PPR1060388	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH3B1	PPR	PPR930859			10.21203/rs.3.rs-5318277/v1	Construction of pancreatic cancer cell lines resistant to Albumin Paclitaxel plus Gemcitabine combined regimen and screening of chemoresistance genes for exploring targeted therapy	2024	https://europepmc.org/article/PPR/PPR930859	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH5A1	MED	16007190	16007190		10.1038/sj.onc.1208794	HNF4alpha reduces proliferation of kidney cells and affects genes deregulated in renal cell carcinoma.	2005	https://europepmc.org/article/MED/16007190	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH5A1	MED	40868269	40868269	PMC12384013	10.3390/biomedicines13082018	The Role of the ALDH Family in Predicting Prognosis and Therapy Response in Pancreatic Cancer.	2025	https://europepmc.org/article/MED/40868269	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH5A1	PPR	PPR1060388			10.20944/preprints202507.1217.v1	The Role of the ALDH Family in Predicting Prognosis and Therapy Response in Pancreatic Cancer	2025	https://europepmc.org/article/PPR/PPR1060388	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH7A1	MED	33537098	33537098	PMC7847681	10.7150/thno.53935	Overall survival of pancreatic ductal adenocarcinoma is doubled by <i>Aldh7a1</i> deletion in the KPC mouse.	2021	https://europepmc.org/article/MED/33537098	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH7A1	MED	34391775	34391775		10.1016/j.yexcr.2021.112782	EPS8 supports pancreatic cancer growth by inhibiting BMI1 mediated proteasomal degradation of ALDH7A1.	2021	https://europepmc.org/article/MED/34391775	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH7A1	MED	40524738	40524738	PMC12169041	10.1080/23723556.2025.2518773	GSTP1 knockdown induces metabolic changes affecting energy production and lipid balance in pancreatic cancer cells.	2025	https://europepmc.org/article/MED/40524738	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH7A1	MED	41167553	41167553		10.1016/j.metabol.2025.156423	Lysine potentiates insulin secretion via AASS-dependent catabolism and regulation of GABA content and signaling.	2026	https://europepmc.org/article/MED/41167553	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH7A1	PPR	PPR986925			10.1101/2025.03.03.641187	Lysine Potentiates Insulin Secretion via AASS-Dependent Catabolism and Regulation of GABA Content and Signaling	2025	https://europepmc.org/article/PPR/PPR986925	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH8A1	MED	25427913	25427913	PMC4347404	10.1007/978-3-319-09614-8_16	Acetaldehyde and retinaldehyde-metabolizing enzymes in colon and pancreatic cancers.	2015	https://europepmc.org/article/MED/25427913	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
ALDH9A1	MED	42383223	42383223		10.1007/s40203-026-00685-6	Comprehensive computer analysis of an intratumoral viable biological agent as a systemic multi-mechanistic therapeutic strategy for pancreatic cancer treatment.	2026	https://europepmc.org/article/MED/42383223	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
