cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	biochemical_disposition	n_unique_metabolite	n_unique_rna	bootstrap_valid	permutations	random_seed	loo_valid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	n_nonzero_differences	source_run_id	source_analysis_version	source_analysis_type	selection_status	evidence_label	all37_n	all37_rho	all37_p	all37_q	availability_n	availability_rho	availability_p	availability_q	availability_reuse_status	all37_nominal_same_direction	availability_nominal_same_direction	paired_RNA_effect	paired_RNA_p	paired_RNA_q	functional_review_status	external_review_status	func35_review_status	func35_annotation_level	func35_pair_scope	func35_evidence_class	func35_research_decision	func35_functional_conclusion	func35_metabolic_link	func35_counterevidence_or_limit	func35_research_increment	func35_next_action	func35_evidence_ids	func35_source_urls	func35_depmap_status	func35_depmap_score	func35_depmap_n_models	func35_acceptance_version	func35_acceptance_review_status	func35_acceptance_supplement_cn
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5C2	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:22978	NT5C2	-1.43361692283717	3.68444811809424e-06	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	-0.25430825206730034	0.05705048839754517	0.07595378455314969	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5DC4	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:284958	NT5DC4	-1.43361692283717	3.68444811809424e-06	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5E	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.09592245989304812	-0.248062021428838	0.4149796093776621	0.5955	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:4907	NT5E	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3432743672	33	0.025293255131964808	0.15872434017595308	0.07062920476108331	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.2159791370317686	0.2053	0.8015305389221558	33	0.09592245989304812	0.5955	0.9140215456674474	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.9738672629528295	0.0026062116098769443	0.004803183380186434	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5M	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:56953	NT5M	-1.43361692283717	3.68444811809424e-06	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	-0.5081012896144994	0.24186304086187638	0.2780178253206105	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	PNP	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:4860	PNP	-1.43361692283717	3.68444811809424e-06	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	0.5280469109323995	0.0029299470569270672	0.00529051168983592	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	SLC28A1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.20287433155080214	-0.15266354340512	0.5283364952633579	0.2557	0.8389832599118944	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9154	SLC28A1	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1467874360	33	0.13526392961876832	0.28152492668621704	0.07865059513541489	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.1619346810976944	0.3444	0.8533464406779661	33	0.20287433155080214	0.2557	0.8153165048543689	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.5474877953024997	0.042560390069586486	0.05913375068858434	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	SLC28A2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.19184491978609625	-0.13419871396480382	0.4797371826397389	0.2823	0.8389832599118944	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9153	SLC28A2	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	539486345	33	0.14516129032258066	0.2562316715542522	0.06438675176815595	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.2411095305832148	0.1493	0.7978983606557377	33	0.19184491978609625	0.2823	0.8213701149425288	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-2.5132710235284	2.381551599557961e-05	9.156655287955609e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	SLC28A3	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.24433859866372937	-0.5538414840277784	0.09925534765429075	0.1661	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:64078	SLC28A3	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	32	4000	9999	522191872	33	-0.3160113660050701	-0.1745027960770457	0.07167276734134076	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.286645723934279	0.0853	0.7104083333333334	33	-0.24433859866372937	0.1661	0.7797567567567567	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.7952332493453795	0.01034635631729135	0.016421618923530043	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	SLC29A1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.06717914438502674	-0.3012980398468046	0.4247453411380585	0.7122	0.9413987927565393	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2030	SLC29A1	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	76492606	33	-0.008797653958944282	0.1598240469208211	0.09264490253579437	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.03224276908487435	0.8592	0.9842365217391305	33	0.06717914438502674	0.7122	0.9457227722772278	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	2.0381144612358213	2.2893965847772327e-06	1.7913524154572735e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH	CRC运输/药物摄取干预	保留	HCT116有ENT1敲低降低尿苷与地西他滨摄取的直接证据	运输关系较具体，但不等于一般抗肿瘤依赖	抑制转运可能降低特定药物疗效，不宜直接建议抑制	优先药物摄取/反应问题，而不是通用生长靶点	将未治疗表型、药物摄取和药物作用分列	E22	https://www.jstage.jst.go.jp/article/bpb/38/8/38_b14-00622/_html/-char/ja	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	SLC29A2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.06283422459893048	-0.30974165896699124	0.4387282530595981	0.7246	0.941904873294347	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:3177	SLC29A2	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2212547461	33	0.013929618768328446	0.15395894428152493	0.09112471968259445	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.03627311522048364	0.8297	0.9817865698729582	33	0.06283422459893048	0.7246	0.9457227722772278	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.7813892192059795	2.0963342436183463e-06	1.69993649573415e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	SLC29A3	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.15942513368983957	-0.5033513752324913	0.2209560478794944	0.3699	0.8613385714285714	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:55315	SLC29A3	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1366793369	33	-0.2635630498533724	-0.09787390029325513	0.10413791616353285	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.19748696064485538	0.2393	0.8299127659574469	33	-0.15942513368983957	0.3699	0.8432685314685315	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.5721025607003813	1.2499734857520773e-05	5.465570339661044e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH	本轮未确认适用CRC功能	保留	本轮未确认SLC29A3自身的CRC肿瘤表型干预	鸟苷/鸟嘌呤候选需保留ENT3运输区室与物种依据	不能借用ENT1功能，也不能因旧资料未列鸟嘌呤就直接否定	优先精确底物和细胞区室；再决定是否值得患者复现	核查人ENT3原始运输实验及样本细胞来源			NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	IMPORTED_SCOPED_SEARCH_NOT_INDEPENDENTLY_REPEATED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	SLC29A4	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.0213903743315508	-0.42843254733823266	0.3690054364524212	0.9048	0.9799495016611297	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:222962	SLC29A4	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	317081333	33	-0.10667155425219942	0.04985337243401759	0.08528117992064861	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.08297771455666192	0.6183	0.9336820276497696	33	-0.0213903743315508	0.9048	0.9767046357615895	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.5689196582254397	0.016251272933164067	0.024404268445088126	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C03794	adenylosuccinate	ADSL	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.26456087666531025	-0.10543438996610441	0.5955897416802122	0.1345	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:158	ADSL	0.723072982975468	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	32	33	4000	9999	2942051989	33	0.21574557876332223	0.37925029945736083	0.11468942279205058	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.30543040934649807	0.071	0.6822376811594203	31	0.2314516129032258	0.2093	0.8065870967741936	REDUCED_SAMPLE_V1_REUSED	False	False	0.6183864257751992	0.00025821538489905166	0.0006774356568528062	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C03794	adenylosuccinate	ADSS1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.1495780067059082	-0.4681944070933987	0.21360748796072776	0.3976	0.8878771331058022	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:122622	ADSS1	0.723072982975468	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	32	33	4000	9999	752466931	33	-0.21317936117395392	-0.08027859237536657	0.06929941433054164	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.1835428081010788	0.2777	0.8346801843317972	31	-0.09475806451612903	0.6034	0.9141551963048498	REDUCED_SAMPLE_V1_REUSED	False	False	-1.2405474659578708	3.812892966785994e-05	0.0001328554893114495	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C03794	adenylosuccinate	ADSS2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.464276762713981	0.14891491505079804	0.7179050654142906	0.008	0.40624615384615387	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:159	ADSS2	0.723072982975468	0.00103594092695614	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	32	33	4000	9999	3070600287	33	0.41642228739002934	0.521858676923686	0.05758191420970504	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	0.40858431312423615	0.0129	0.44336000000000003	31	0.45161290322580644	0.0129	0.6007714285714286	REDUCED_SAMPLE_V1_REUSED	True	True	0.34829691001430163	0.00014650876914221265	0.00040839319398391775	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	本轮未确认适用CRC功能	保留	本轮未确认针对ADSS2的适用CRC遗传干预研究	腺苷酸代琥珀酸关系仍是生化候选与名义关联	ADSS1、ADSL及其他癌种结果不能替代；未命中不等于无功能	先判断是否有CRC特定依赖/合成途径数据，而非重复相关图	仅在取得明确ADSS2原文或公开扰动数据后升级			NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	IMPORTED_SCOPED_SEARCH_NOT_INDEPENDENTLY_REPEATED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C02350	allantoin	URAD	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.2889915023829446	-0.060485313766587445	0.5837378927303621	0.1016	0.8294046511627907	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:646625	URAD	-1.13251050393184	2.75917060479647e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	29	30	4000	9999	2958667360	33	0.222610244659791	0.34957342745303344	0.06638125772315356	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.27076204319452946	0.1046	0.7104083333333334	28	0.2694045401721601	0.1641	0.7797567567567567	REDUCED_SAMPLE_V1_REUSED	False	False	-0.09085343045112015	0.2277872365095197	0.26387820125518385	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00152	asparagine	ASNS	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.2984625668449198	-0.6348469245439001	0.07878041238828659	0.0911	0.8294046511627907	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:440	ASNS	0.690613414767693	0.0163500248519711	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3600154219	33	-0.3885630498533724	-0.24560117302052786	0.09010048300845264	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.1541014698909436	0.3545	0.8533464406779661	33	-0.2984625668449198	0.0911	0.7243560975609756	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	1.1697697590473997	6.433228847945459e-06	3.375553019039617e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00152	asparagine	ASRGL1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.11697860962566844	-0.2507190091903705	0.4703511374040712	0.5114	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:80150	ASRGL1	0.690613414767693	0.0163500248519711	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1208953727	33	0.03152492668621701	0.17558651026392963	0.08545368293945144	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.1337126600284495	0.4338	0.8756582043343654	33	0.11697860962566844	0.5114	0.897802421307506	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.33664927634369946	0.0327442210844028	0.04650930765491608	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00152	asparagine	NARS1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.2797459893048128	-0.6086678720100734	0.11465681705133013	0.1153	0.8352844444444445	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:4677	NARS1	0.690613414767693	0.0163500248519711	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2216040698	33	-0.3350439882697947	-0.21077712609970675	0.06896886320510606	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.3013276434329066	0.0673	0.6822376811594203	33	-0.2797459893048128	0.1153	0.7572237623762377	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.22873664150010065	0.00047733934223915755	0.0011633516209763075	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
